handle,sku,vendor,title,status,product_type,has_ebay,reason
bv-david-webb-platinum-18k-yellow-gold-rock-crystal-diamond-frog-brooch-rr7224,RR7224,David Webb,David Webb Platinum & 18K Yellow Gold Rock Crystal Diamond Frog Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-rock-crystal-carved-clip-on-earrings-rr7223,RR7223,David Webb,David Webb Platinum & 18K Yellow Gold Rock Crystal Carved Clip On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-domed-rock-crystal-diamond-earrings-rr7221,RR7221,David Webb,David Webb Platinum & 18K Yellow Gold Domed Rock Crystal Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-coral-and-diamond-1960s-bracelet-rr7119,RR7119,David Webb,David Webb 18K Yellow Gold Coral And Diamond 1960's Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-pearl-and-diamond-ring-rr7114,RR7114,David Webb,"David Webb Platinum & 18K Yellow Gold Black Enamel, Pearl And Diamond Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-white-enamel-onion-dome-earrings-rr7110,RR7110,David Webb,David Webb 18K Yellow Gold White Enamel Onion Dome Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-18k-yellow-gold-falcon-head-anoubois-ring-rr7106,RR7106,Cartier,Cartier 18K Yellow Gold Falcon Head Anoubois Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-amethyst-multistrand-bracelet-rr6683,RR6683,David Webb,David Webb 18K Yellow Gold Amethyst Multistrand Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-green-and-blue-checkerboard-enamel-clip-on-earrings-rr6760,RR6760,David Webb,David Webb Platinum & 18K Yellow Gold Green And Blue Checkerboard Enamel Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-emerald-ruby-and-diamond-clip-earrings-rr7066,RR7066,David Webb,"David Webb Platinum & 18K Yellow Gold Emerald, Ruby And Diamond Clip Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-amethyst-teardrop-clip-earrings-rr7062,RR7062,David Webb,David Webb Platinum & 18K Yellow Gold Amethyst Teardrop Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-soft-cushion-shaped-pearl-and-diamond-earrings-rr7061,RR7061,David Webb,David Webb Platinum & 18K Yellow Gold Soft Cushion Shaped Pearl And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-bvlgari-18k-yellow-gold-sq-22-2t-quadrato-tubogas-diamond-bezel-watch-rr7039,RR7039,Bvlgari,Pre-Owned Bvlgari 18K Yellow Gold Sq 22 2t Quadrato Tubogas Diamond Bezel Women Watch,ACTIVE,Watch,true,watch
bv-hermes-stainless-steel-kelly-pm-double-tour-gold-tone-blue-watch-rr2954,RR2954,Hermès,Pre-Owned Hermès Stainless Steel Kelly Pm Double Tour Gold Tone Blue Women Watch,ARCHIVED,Watch,false,watch
bv-hermes-stainless-steel-mother-of-pearl-dial-watch-rr2613,RR2613,Hermès,Pre-Owned Hermès Stainless Steel Mother Of Pearl Dial Women Watch,ARCHIVED,Watch,false,watch
bv-david-webb-platinum-18k-yellow-gold-black-enamel-seashell-earrings-rr7027,RR7027,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Seashell Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-hammered-teardrop-diamond-earrings-rr7023,RR7023,David Webb,"David Webb Platinum & 18K Yellow Gold Hammered Teardrop, Diamond Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-hexagonal-shaped-azurmalachite-necklace-rr7022,RR7022,David Webb,David Webb 18K Yellow Gold Hexagonal-Shaped Azurmalachite Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-azurite-malachite-ruby-diamond-earrings-rr7021,RR7021,David Webb,"David Webb 18K Yellow Gold Azurite-Malachite, Ruby, Diamond Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-hammered-braid-huggie-earrings-rr6759,RR6759,David Webb,David Webb 18K Yellow Gold Hammered Braid Huggie Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-white-gold-diamond-amethysts-ruby-and-pearl-brooch-rr6997,RR6997,David Webb,"David Webb 18K White Gold Diamond, Amethysts, Ruby And Pearl Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-black-enamel-fluted-shrimp-earrings-rr6959,RR6959,David Webb,David Webb 18K Yellow Gold Black Enamel Fluted Shrimp Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-green-emerald-and-diamond-flexible-bracelet-rr6951,RR6951,David Webb,David Webb Platinum Green Emerald And Diamond Flexible Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-cabochon-emerald-diamond-flower-ring-rr6943,RR6943,David Webb,David Webb 18K Yellow Gold Green Emerald Diamond Flower Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-vreeland-diamond-zebra-black-white-enamel-earrings-rr6928,RR6928,David Webb,David Webb Vreeland Diamond Zebra Black & White Enamel Earrings,ARCHIVED,Earrings,true,status:ARCHIVED
bv-david-webb-platinum-18k-yellow-gold-3-carat-diamond-and-black-enamel-earrings-rr6923,RR6923,David Webb,David Webb Platinum & 18K Yellow Gold 3 Carat Diamond And Black Enamel Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-fluted-coral-black-enamel-diamond-clip-on-earrings-rr5726,RR5726,David Webb,"David Webb Fluted Coral, Black Enamel, Diamond Clip-On Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-purple-amethyst-rhombus-ring-rr6918,RR6918,David Webb,David Webb 18K Yellow Gold Purple Amethyst Rhombus Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamnd-and-ruby-bracelet-rr6907,RR6907,David Webb,David Webb Platinum & 18K Yellow Gold Diamnd And Ruby Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-1970s-green-emerald-and-diamond-hanging-earrings-rr6906,RR6906,David Webb,David Webb Platinum 1970's Green Emerald And Diamond Hanging Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-and-diamond-round-clip-earrings-rr6904,RR6904,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel And Diamond Round Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-harry-winston-18k-yellow-gold-lapis-ruby-diamond-earrings-rr6888,RR6888,Harry Winston,"Harry Winston 18K Yellow Gold Lapis, Ruby, Diamond Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-jade-diamond-black-enamel-statement-ring-rr6876,RR6876,David Webb,"David Webb 18K Yellow Gold Jade, Diamond, Black Enamel Statement Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-coral-18k-yellow-gold-angel-skin-chimeral-diamond-bracelet-rr6295,RR6295,David Webb,David Webb Coral 18K Yellow Gold Angel Skin Chimeral & Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-mabe-pearl-ring-rr6851,RR6851,David Webb,David Webb 18K Yellow Gold Mabe Pearl Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-oval-citrine-and-diamond-ring-rr6811,RR6811,David Webb,David Webb Platinum & 18K Yellow Gold Oval Citrine And Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-snowflake-with-lapis-rubies-and-diamonds-brooch-rr6804,RR6804,Tiffany & Co.,"Tiffany & Co. 18K Yellow Gold Snowflake With Lapis, Rubies And Diamonds Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-1970s-multicolor-gemstone-brooch-rr6803-1,RR6803,David Webb,David Webb 18K Yellow Gold 1970's Multicolor Gemstone Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-jumbo-shrimp-clip-on-earrings-rr6836,RR6836,David Webb,David Webb Platinum & 18K Yellow Gold Jumbo Shrimp Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-cushion-clip-on-earrings-rr6834,RR6834,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Cushion Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-light-blue-turquoise-vintage-ring-rr6833,RR6833,David Webb,David Webb Platinum & 18K Yellow Gold Light Blue Turquoise Vintage Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-interlocking-crecent-hammered-brooch-rr6831,RR6831,David Webb,David Webb 18K Yellow Gold Interlocking Crecent Hammered Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-checkerboard-dome-ring-rr6830,RR6830,David Webb,David Webb Platinum & 18K Yellow Gold Checkerboard Dome Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-turquoise-diamond-flower-brooch-rr6802,RR6802,David Webb,"David Webb Platinum & 18K Yellow Gold Turquoise, Diamond Flower Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-diamond-earrings-rr6797,RR6797,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-cameo-sagittarius-brooch-rr6783,RR6783,David Webb,David Webb 18K Yellow Gold Cameo Sagittarius Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-ornate-crossover-diamond-bracelet-rr6779,RR6779,David Webb,David Webb 18K Yellow Gold Ornate Crossover Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-1960s-impressive-25-carat-diamond-cluster-brooch-rr6774,RR6774,David Webb,David Webb 1960's Impressive 25 Carat Diamond Cluster Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-nigeria-18k-yellow-gold-sapphire-and-diamond-ring-rr5975,RR5975,Cartier,Cartier Nigeria 18K Yellow Gold Sapphire And Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-1960s-diamond-ruby-and-turquoise-bangle-bracelet-rr6730,RR6730,David Webb,"David Webb Platinum & 18K Yellow Gold 1960's Diamond, Ruby And Turquoise Bangle Bracelet",ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-oval-coral-and-round-cut-diamond-earrings-rr6712,RR6712,David Webb,David Webb Platinum & 18K Yellow Gold Oval Coral And Round Cut Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamond-and-green-emerald-earrings-rr6711,RR6711,David Webb,David Webb Platinum & 18K Yellow Gold Diamond And Green Emerald Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-2-13-carat-emerald-cut-turban-diamond-ring-rr6710,RR6710,David Webb,David Webb Platinum & 18K Yellow Gold 2.13 Carat Emerald Cut Turban Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-checkerboard-green-red-enamel-and-diamonds-earrings-rr6702,RR6702,David Webb,"David Webb Platinum & 18K Yellow Gold Checkerboard Green, Red Enamel And Diamonds Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-large-yellow-enamel-pyramid-earrings-rr6695,RR6695,David Webb,David Webb 18K Yellow Gold Large Yellow Enamel Pyramid Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-white-gold-black-enamel-tiger-brooch-rr6688,RR6688,David Webb,David Webb 18K White Gold Black Enamel Tiger Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-ruby-diamond-and-lacquer-pendant-necklace-rr6664,RR6664,David Webb,"David Webb Platinum & 18K Yellow Gold Ruby, Diamond And Lacquer Pendant Necklace",ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-cartier-18k-yellow-gold-carved-lion-bangle-bracelet-rr6645,RR6645,Cartier,Cartier 18K Yellow Gold Carved Lion Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-rock-crystal-lion-brooch-pendant-rr6633,RR6633,David Webb,David Webb 18K Yellow Gold Rock Crystal Lion Brooch Pendant,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-garnet-turquoise-diamond-necklace-rr6622,RR6622,David Webb,"David Webb Platinum & 18K Yellow Gold Garnet, Turquoise & Diamond Necklace",ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-multi-strand-lapis-coral-necklace-rr6619,RR6619,David Webb,"David Webb Platinum & 18K Yellow Gold Multi-Strand Lapis, Coral Necklace",ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-1970s-platinum-18k-yellow-gold-coral-and-diamond-earrings-rr6609,RR6609,David Webb,David Webb 1970's Platinum & 18K Yellow Gold Coral And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-ram-head-blue-enamel-green-emeralds-cuff-links-and-stud-dress-set-rr6597,RR6597,David Webb,"David Webb Ram Head Blue Enamel, Green Emeralds Cuff Links And Stud Dress Set",ACTIVE,Cufflinks,true,already-tagged-and-conditioned
bv-david-webb-platinum-radiant-cut-diamond-12-92-carat-eternity-band-rr6588,RR6588,David Webb,David Webb Platinum Radiant Cut Diamond 12.92 Carat Eternity Band,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-carnelian-and-diamond-platinum-18k-yellow-gold-clip-earrings-rr6526,RR6526,David Webb,David Webb Carnelian And Diamond Platinum & 18K Yellow Gold Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-kingdom-18k-yellow-gold-two-snakes-emeralds-diamonds-interlocking-ring-rr6515,RR6515,David Webb,"David Webb Kingdom 18K Yellow Gold Two Snakes, Emeralds, Diamonds, Interlocking Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-raja-tears-green-emeralds-rubies-diamonds-bracelet-rr6496,RR6496,David Webb,"David Webb Platinum & 18K Yellow Gold Raja Tears Green Emeralds, Rubies, Diamonds Bracelet",ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-coral-and-white-enamel-multi-strand-necklace-rr6493,RR6493,David Webb,David Webb 18K Yellow Gold Coral And White Enamel Multi-Strand Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-cabochon-amethyst-diamond-and-emerald-earrings-rr6489,RR6489,David Webb,"David Webb Platinum & 18K Yellow Gold Cabochon Amethyst, Diamond And Emerald Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-blue-enamel-and-diamond-bracelet-rr6486,RR6486,David Webb,David Webb Platinum & 18K Yellow Gold Blue Enamel And Diamond Bracelet,ACTIVE,Bracelets,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-blue-enamel-and-diamond-bracelet-rr6485
bv-david-webb-platinum-18k-yellow-gold-blue-enamel-and-diamond-bracelet-rr6485,RR6485,David Webb,David Webb Platinum & 18K Yellow Gold Blue Enamel And Diamond Bracelet,ACTIVE,Bracelets,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-blue-enamel-and-diamond-bracelet-rr6486
bv-david-webb-platinum-18k-yellow-gold-black-enamel-and-diamond-ring-rr6484,RR6484,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel And Diamond Ring,ACTIVE,Rings,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-black-enamel-and-diamond-ring-rr7429
bv-david-webb-18k-yellow-gold-frog-with-azurite-malachite-diamonds-ruby-brooch-rr6469,RR6469,David Webb,"David Webb 18K Yellow Gold Frog With Azurite-Malachite, Diamonds, Ruby Brooch",ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-cabochon-amethyst-and-diamonds-earrings-rr6468,RR6468,David Webb,David Webb Platinum & 18K Yellow Gold Cabochon Amethyst And Diamonds Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-black-enamel-gold-spotted-earrings-rr6466,RR6466,David Webb,David Webb 18K Yellow Gold Black Enamel Gold Spotted Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-crescent-platinum-18k-yellow-gold-black-enamel-diamonds-earrings-rr6448,RR6448,David Webb,David Webb Crescent Platinum & 18K Yellow Gold Black Enamel & Diamonds Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamonds-cabochon-emeralds-bracelet-rr6436,RR6436,David Webb,"David Webb Platinum & 18K Yellow Gold Diamonds, Cabochon Emeralds Bracelet",ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-lion-head-platinum-18k-yellow-gold-12-one-line-black-enamel-head-motifs-bracelet-rr6413,RR6413,David Webb,David Webb Lion Head Platinum & 18K Yellow Gold 12 One Line Black Enamel Head Motifs Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-snowflake-platinum-18k-yellow-gold-onyx-webb-earrings-rr6403,RR6403,David Webb,David Webb Snowflake Platinum & 18K Yellow Gold Onyx Webb Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-tiger-platinum-18k-yellow-gold-diamond-and-chrysoprave-brooch-rr6351,RR6351,David Webb,David Webb Tiger Platinum & 18K Yellow Gold Diamond And Chrysoprase Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-crossover-platinum-18k-yellow-gold-carved-emerald-and-diamond-bracelet-rr6328,RR6328,David Webb,David Webb Crossover Platinum & 18K Yellow Gold Carved Emerald And Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-jade-platinum-18k-yellow-gold-black-enamel-diamonds-ruby-ring-rr6327,RR6327,David Webb,"David Webb Jade Platinum & 18K Yellow Gold Black Enamel, Diamonds, Ruby Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-turquoise-platinum-18k-yellow-gold-large-bead-strand-necklace-rr6294,RR6294,David Webb,David Webb Turquoise Platinum & 18K Yellow Gold Large Bead Strand Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-white-gold-day-and-night-50-carat-diamond-earrings-rr6293,RR6293,David Webb,David Webb Platinum & 18K White Gold Day And Night 50 Carat Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-maillon-18k-white-gold-1-45cts-diamond-ring-rr6245,RR6245,Cartier,Cartier Maillon 18K White Gold 1.45cts Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-cartier-18k-yellow-gold-panthere-head-with-chain-silk-bracelet-bracelet-rr6235,RR6235,Cartier,Cartier 18K Yellow Gold Panthere Head With Chain Silk Bracelet Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-rock-crystal-and-diamond-round-clip-on-earrings-rr6218,RR6218,David Webb,David Webb 18K Yellow Gold Rock Crystal And Diamond Round Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-arabesque-black-enamel-diamond-cuff-bangle-bracelet-rr6200,RR6200,David Webb,David Webb Platinum & 18K Yellow Gold Arabesque Black Enamel Diamond Cuff Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-hammered-f-18k-yellow-gold-star-sapphire-ring-rr6170,RR6170,David Webb,David Webb Hammered F 18K Yellow Gold Star Sapphire Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-coral-18k-yellow-gold-hoop-style-clip-on-earrings-rr6168,RR6168,David Webb,David Webb Coral 18K Yellow Gold Hoop Style Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-citrine-18k-yellow-gold-hexagon-ring-rr6148,RR6148,David Webb,David Webb Citrine 18K Yellow Gold Hexagon Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-white-coral-18k-yellow-gold-clip-on-round-earrings-rr6146,RR6146,David Webb,David Webb White Coral 18K Yellow Gold Clip-On Round Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-white-enamel-platinum-18k-yellow-gold-clip-on-earrings-rr6059,RR6059,David Webb,David Webb White Enamel Platinum & 18K Yellow Gold Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-oval-white-enamel-earrings-rr6048,RR6048,David Webb,David Webb 18K Yellow Gold Oval White Enamel Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-turquoise-and-diamond-oval-clip-on-earrings-rr6046,RR6046,David Webb,David Webb 18K Yellow Gold Turquoise And Diamond Oval Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-enamel-platinum-18k-yellow-gold-diamond-clip-on-earrings-rr6025,RR6025,David Webb,David Webb Black Enamel And Diamond Round Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-hinge-collar-platinum-18k-yellow-gold-2-50-carat-diamond-necklace-rr6024,RR6024,David Webb,David Webb Hinge Collar Platinum & 18K Yellow Gold 2.50 Carat Diamond Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-white-enamel-platinum-18k-yellow-gold-bombe-gold-checkerboard-clip-on-earrings-rr6004,RR6004,David Webb,David Webb White Enamel Platinum & 18K Yellow Gold Bombe Gold Checkerboard Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-1970s-platinum-18k-yellow-gold-round-cabochon-coral-clip-on-earrings-rr5944,RR5944,David Webb,David Webb 1970's Platinum & 18K Yellow Gold Round Cabochon Coral Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-1980s-platinum-18k-yellow-gold-black-enamel-diamond-earrings-rr5832,RR5832,David Webb,David Webb 1980's Platinum & 18K Yellow Gold Black Enamel Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-kingdom-platinum-18k-yellow-gold-diamond-tiger-chrysoprase-brooch-rr5824,RR5824,David Webb,David Webb Kingdom Platinum & 18K Yellow Gold Diamond Tiger Chrysoprase Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
van-cleef-1940s-rr5823,RR5823,Van Cleef & Arpels,Pre-Owned Van Cleef & Arpels 1940's 18K Yellow Gold Vintage Retro Diamond Wrist Women Watch,ARCHIVED,Watch,false,watch
bv-david-webb-azurmalachite-platinum-18k-yellow-gold-diamond-earrings-rr5803,RR5803,David Webb,David Webb Azurmalachite Platinum & 18K Yellow Gold & Diamond Earrings,ARCHIVED,Earrings,false,status:ARCHIVED
bv-david-webb-coral-platinum-18k-yellow-gold-black-enamel-and-diamond-earrings-rr5652,RR5652,David Webb,David Webb Coral Platinum & 18K Yellow Gold Black Enamel And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-coral-and-diamond-drop-convertable-earrings-rr5647,RR5647,David Webb,David Webb Platinum Coral And Diamond Drop Convertable Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-multicolor-platinum-18k-yellow-gold-emeralds-ruby-sapphire-diamonds-earrings-rr5615,RR5615,David Webb,"David Webb Multicolor Platinum & 18K Yellow Gold Emeralds, Ruby, Sapphire, Diamonds Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-1970s-platinum-18k-yellow-gold-2-75-carat-large-lapis-lazuli-earrings-rr5563,RR5563,David Webb,David Webb 1970's Platinum & 18K Yellow Gold 2.75 Carat Large Lapis Lazuli Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-pearl-diamond-ruby-earrings-rr5463,RR5463,David Webb,"David Webb Platinum Pearl, Diamond & Ruby Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-kingdom-platinum-18k-yellow-gold-white-enamel-aries-ram-bracelet-rr5411,RR5411,David Webb,David Webb Kingdom Platinum & 18K Yellow Gold White Enamel Aries Ram Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-green-enamel-shrimp-clip-on-earrings-rr5392,RR5392,David Webb,David Webb Platinum & 18K Yellow Gold Green Enamel Shrimp Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-oval-shaped-blue-turquoise-diamond-clip-on-earrings-rr5385,RR5385,David Webb,David Webb Platinum & 18K Yellow Gold Oval Shaped Blue Turquoise Diamond Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-diamond-bombe-shrimp-earrings-rr5369,RR5369,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Diamond Bombe Shrimp Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-white-enamel-bombe-ring-rr5368,RR5368,David Webb,David Webb 18K Yellow Gold White Enamel Bombe Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-white-gold-white-pearl-diamond-bracelet-rr5356,RR5356,David Webb,David Webb Platinum & 18K White Gold White Pearl & Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-domed-coral-diamond-earrings-rr5339,RR5339,David Webb,David Webb Platinum & 18K Yellow Gold Domed Coral Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-platinum-12-50-cttw-diamond-brooch-rr5327,RR5327,Van Cleef & Arpels,Van Cleef & Arpels Platinum 12.50 CTTW Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-large-square-cushion-shape-clip-on-earrings-rr5323,RR5323,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Large Square Cushion Shape Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
