handle,sku,vendor,title,status,product_type,has_ebay,reason
bv-david-webb-platinum-18k-yellow-gold-1970s-carved-jade-dragon-style-ring-rr8211,RR8211,David Webb,David Webb Platinum & 18K Yellow Gold 1970's Carved Jade Dragon Style Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-fleur-de-lis-black-enamel-diamond-ring-rr8208,RR8208,David Webb,David Webb Platinum & 18K Yellow Gold Fleur De Lis Black Enamel Diamond Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-1960s-round-diamond-openwork-bracelet-rr8193,RR8193,David Webb,David Webb Platinum & 18K Yellow Gold 1960's Round Diamond Openwork Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamond-and-enamel-anchor-pendant-brooch-rr8155,RR8155,David Webb,David Webb Platinum & 18K Yellow Gold Diamond And Enamel Anchor Pendant Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-cultured-pearl-coral-and-enamel-clip-earrings-rr8147,RR8147,David Webb,"David Webb Platinum & 18K Yellow Gold Cultured Pearl, Coral And Enamel Clip Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-sitting-panthere-with-a-diamond-collar-brooch-rr8145,RR8145,David Webb,David Webb Platinum & 18K Yellow Gold Sitting Panthere With A Diamond Collar Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamond-ruby-green-emerald-earrings-rr8170,RR8170,David Webb,"David Webb Platinum & 18K Yellow Gold Diamond, Ruby, Green Emerald Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-hammered-doorknockers-large-oversized-earrings-rr8160,RR8160,David Webb,David Webb 18K Yellow Gold Hammered Doorknockers Large Oversized Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-pearl-diamond-black-enamel-ring-rr8156,RR8156,David Webb,"David Webb Platinum & 18K Yellow Gold Pearl, Diamond, Black Enamel Ring",ACTIVE,Rings,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-pearl-diamond-black-enamel-ring-rr9123
bv-david-webb-platinum-18k-yellow-gold-carved-jade-cuff-bracelet-rr8140,RR8140,David Webb,David Webb Platinum & 18K Yellow Gold Carved Jade Cuff Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-heraldic-green-emerald-ruby-and-diamond-brooch-rr8138,RR8138,David Webb,David Webb 18K Yellow Gold Heraldic Green Emerald Ruby And Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-green-emerald-cabochon-ruby-and-diamond-bracelet-rr8137,RR8137,David Webb,"David Webb 18K Yellow Gold Green Emerald Cabochon, Ruby And Diamond Bracelet",ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-large-hammered-flat-link-diamond-bracelet-rr8136,RR8136,David Webb,David Webb Platinum & 18K Yellow Gold Large Hammered Flat Link Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-vintage-ring-rr8131,RR8131,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Vintage Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-black-enamel-vintage-door-knockers-earrings-rr8130,RR8130,David Webb,David Webb 18K Yellow Gold Black Enamel Vintage Door Knockers Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-oval-amethyst-and-diamond-hammered-finish-ring-rr8125,RR8125,David Webb,David Webb 18K Yellow Gold Oval Amethyst And Diamond Hammered Finish Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-bvlgari-18k-yellow-gold-carnelian-doorknockers-1970s-earrings-rr8123,RR8123,Bvlgari,Bvlgari 18K Yellow Gold Carnelian Doorknockers 1970's Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-repousse-finish-leopard-bracelet-rr8105,RR8105,David Webb,David Webb Platinum & 18K Yellow Gold Repousse Finish Leopard Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-rock-crystal-large-maltese-cross-scroll-pendant-brooch-rr8104,RR8104,David Webb,David Webb Platinum & 18K Yellow Gold Rock Crystal Large Maltese Cross Scroll Pendant Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-buccellati-18k-yellow-gold-gemini-malachite-medallion-necklace-rr8095,RR8095,Buccellati,Buccellati 18K Yellow Gold Gemini Malachite Medallion Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-rock-crystal-hoop-earrings-rr8089,RR8089,David Webb,David Webb 18K Yellow Gold Rock Crystal Hoop Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-gold-studded-clip-earrings-rr8085,RR8085,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel Gold Studded Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-lakarda-wrap-panthere-ring-rr8082,RR8082,Cartier,Cartier 18K White Gold Lakarda Wrap Panthere Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-fleur-de-lis-white-enamel-ring-rr8077,RR8077,David Webb,David Webb Platinum & 18K Yellow Gold Fleur De Lis White Enamel Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-7-00-carat-pave-set-cushion-shaped-diamond-clip-earrings-rr8070,RR8070,David Webb,David Webb 18K Yellow Gold 7.00 Carat Pave Set Cushion Shaped Diamond Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-20-00-carat-diamond-flower-brooch-rr8069,RR8069,David Webb,David Webb Platinum & 18K Yellow Gold 20.00 Carat Diamond Flower Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-21-00-carats-1960s-diamond-floral-brooch-rr8068,RR8068,David Webb,David Webb Platinum 21.00 Carats 1960's Diamond Floral Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-hammered-wide-cuff-with-diamonds-bracelet-rr8067,RR8067,David Webb,David Webb 18K Yellow Gold Hammered Wide Cuff With Diamonds Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-textured-nugget-diamond-slope-earrings-rr8055,RR8055,David Webb,David Webb Platinum & 18K Yellow Gold Textured Nugget Diamond Slope Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-textured-nugget-style-1-62cts-bracelet-rr8054,RR8054,David Webb,David Webb Platinum & 18K Yellow Gold Textured Nugget Style 1.62cts Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-ceramic-black-lacquer-panthere-necklace-rr8051,RR8051,Cartier,"Cartier 18K White Gold Ceramic, Black Ceramic, Panthere Necklace",ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-nugget-diamond-articulated-bracelet-rr8037,RR8037,David Webb,David Webb 18K Yellow Gold Nugget Diamond Articulated Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-blue-lapis-diamonds-and-white-enamel-earrings-rr8036,RR8036,David Webb,"David Webb Blue Lapis, Diamonds And White Enamel Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-power-architectural-bracelet-rr8033,RR8033,David Webb,David Webb 18K Yellow Gold Power Architectural Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-chopard-18k-white-gold-20-carat-micro-pave-diamond-link-bracelet-rr8023,RR8023,Chopard,Chopard 18K White Gold 20 Carat Micro Pave Diamond Link Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-bvlgari-18k-white-gold-parentesi-gemstone-and-diamond-chain-bracelet-rr8020,RR8020,Bvlgari,Bvlgari 18K White Gold Parentesi Gemstone And Diamond Chain Bracelet,ACTIVE,Bracelets,true,sku-already-ebay:bvlgari-18k-white-gold-parentesi-gemstone-and-diamond-chain-bracelet-rr8020
bv-david-webb-platinum-18k-yellow-gold-white-enamel-articulated-bracelet-rr7992,RR7992,David Webb,David Webb Platinum & 18K Yellow Gold White Enamel Articulated Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-bvlgari-18k-white-gold-mother-of-pearl-illusion-diamond-cocktail-ring-rr7989,RR7989,Bvlgari,Bvlgari 18K White Gold Mother Of Pearl Illusion Diamond Cocktail Ring,ACTIVE,Rings,true,sku-already-ebay:bvlgari-18k-white-gold-mother-of-pearl-illusion-diamond-cocktail-ring-rr7989
bv-david-webb-18k-yellow-gold-gold-beehive-shield-clip-earrings-rr7981,RR7981,David Webb,David Webb 18K Yellow Gold Gold Beehive Shield Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-santos-100-unisex-white-gold-diamond-watch-rr7980,RR7980,Cartier,Pre-Owned Cartier 18K White Gold Santos 100 Unisex White Gold Diamond Unisex Watch,ACTIVE,Watch,true,watch
bv-david-webb-platinum-18k-yellow-gold-diamond-and-pearl-circular-openwork-brooch-rr7979,RR7979,David Webb,David Webb Platinum & 18K Yellow Gold Diamond And Pearl Circular Openwork Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-18k-white-gold-ruby-emerald-and-sapphire-door-knockers-earrings-rr7953,RR7953,David Webb,"David Webb 18K White Gold Ruby, Emerald And Sapphire Door Knockers Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-multi-color-gemstone-and-diamond-earrings-rr7187,RR7187,David Webb,David Webb Platinum & 18K Yellow Gold Multi Color Gemstone And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-white-enamel-high-dome-ring-rr7987,RR7987,David Webb,David Webb Platinum & 18K Yellow Gold White Enamel High Dome Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-18k-white-gold-romance-in-paris-charm-bracelet-rr7969,RR7969,Van Cleef & Arpels,Van Cleef & Arpels 18K White Gold Romance In Paris Charm Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-rock-crystal-monkey-pendant-rr7963,RR7963,David Webb,David Webb 18K Yellow Gold Rock Crystal Monkey Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-chopard-18k-rose-gold-happy-diamonds-necklace-rr7954,RR7954,Chopard,Chopard 18K Rose Gold Happy Diamonds Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-white-enamel-gold-and-diamond-linked-collar-necklace-rr7951,RR7951,David Webb,David Webb 18K Yellow Gold White Enamel Gold And Diamond Linked Collar Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-white-enamel-diamond-metro-collection-earrings-rr7949,RR7949,David Webb,David Webb Platinum & 18K Yellow Gold White Enamel Diamond Metro Collection Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-hammered-gold-and-black-enamel-clip-earrings-rr7915,RR7915,David Webb,David Webb Platinum & 18K Yellow Gold Hammered Gold And Black Enamel Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-1979-taurus-bull-hinged-wide-cuff-bracelet-rr7903,RR7903,David Webb,David Webb 18K Yellow Gold 1979 Taurus Bull Hinged Wide Cuff Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-tiger-eye-star-pendant-rr7867,RR7867,David Webb,David Webb 18K Yellow Gold Tiger Eye Star Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-lighting-bolt-modern-link-cubist-design-bracelet-rr7966,RR7966,David Webb,David Webb 18K Yellow Gold Lightning Bolt Modern Link Cubist Design Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-white-enamel-and-8-00cttw-diamond-knot-brooch-rr7945,RR7945,David Webb,David Webb 18K Yellow Gold White Enamel And 8.00cttw Diamond Knot Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-onyx-and-coral-drop-door-knocker-earrings-rr7927,RR7927,David Webb,David Webb Platinum & 18K Yellow Gold Onyx And Coral Drop Door Knocker Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-cushion-cut-amethyst-and-diamond-clip-on-earrings-rr7917,RR7917,David Webb,David Webb Platinum & 18K Yellow Gold Cushion Cut Amethyst And Diamond Clip On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-hammered-link-twist-chain-necklace-rr7845,RR7845,David Webb,David Webb Platinum & 18K Yellow Gold Hammered Link Twist Chain Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-white-gold-oval-and-round-cut-diamond-cluster-earrings-rr7837,RR7837,David Webb,David Webb Platinum & 18K White Gold Oval And Round Cut Diamond Cluster Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-zodiac-aries-large-pendant-rr7836,RR7836,David Webb,David Webb Platinum & 18K Yellow Gold Zodiac Aries Large Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-large-ancient-world-open-link-necklace-rr7834,RR7834,David Webb,David Webb Platinum & 18K Yellow Gold Large Ancient World Open Link Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-zodiac-aquarius-pendant-rr7870,RR7870,David Webb,David Webb Platinum & 18K Yellow Gold Zodiac Aquarius Pendant,ACTIVE,Pendants,true,already-tagged-and-conditioned
bv-cartier-juste-un-clou-18k-rose-gold-diamond-chain-35-inch-necklace-rr7858,RR7858,Cartier,Cartier Juste Un Clou 18K Rose Gold Diamond Chain 35 Inch Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-large-dome-oval-button-signature-hammered-earrings-rr7920,RR7920,David Webb,David Webb 18K Yellow Gold Large Dome Oval Button Signature Hammered Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-large-oversized-jade-ruby-clip-on-earrings-rr7919,RR7919,David Webb,David Webb Platinum & 18K Yellow Gold Large Oversized Jade Ruby Clip On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-gold-black-enamel-diamond-signature-earrings-rr7201,RR7201,David Webb,David Webb Gold Black Enamel Diamond Signature Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-18k-yellow-gold-diamond-cover-open-link-watch-rr7666,RR7666,Van Cleef & Arpels,Pre-Owned Van Cleef & Arpels 18K Yellow Gold Diamond Cover Open Link Watch,ACTIVE,Watch,true,watch
bv-david-webb-platinum-18k-yellow-gold-paisley-diamond-earrings-rr7662,RR7662,David Webb,David Webb Platinum & 18K Yellow Gold Paisley Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-hammered-finish-jumbo-shrimp-earrings-rr7661,RR7661,David Webb,David Webb 18K Yellow Gold Hammered Finish Jumbo Shrimp Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-pink-coral-cluster-and-diamond-brooch-rr7652,RR7652,David Webb,David Webb 18K Yellow Gold Pink Coral Cluster And Diamond Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-azurmalachite-earrings-rr7648,RR7648,David Webb,David Webb Platinum & 18K Yellow Gold Azurmalachite Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamond-oval-clip-on-earrings-rr7743,RR7743,David Webb,David Webb Platinum & 18K Yellow Gold Diamond Oval Clip On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-18k-white-gold-sweet-alhambra-diamond-size-47-ring-rr7766,RR7766,Van Cleef & Arpels,Van Cleef & Arpels 18K White Gold Sweet Alhambra Diamond Size 47 Ring,ARCHIVED,Rings,false,status:ARCHIVED
bv-van-cleef-arpels-18k-yellow-gold-pave-round-diamond-cluster-earrings-rr7748,RR7748,Van Cleef & Arpels,Van Cleef & Arpels 18K Yellow Gold Pave Round Diamond Cluster Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-legers-diamants-spotlight-necklace-rr7785,RR7785,Cartier,Cartier 18K White Gold L'egers Diamants Spotlight Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-van-cleef-arpels-18k-yellow-gold-1960s-turquoise-pearl-drop-dangle-earrings-rr7713,RR7713,Van Cleef & Arpels,Van Cleef & Arpels 18K Yellow Gold 1960's Turquoise Pearl Drop Dangle Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-black-enamel-and-diamond-tear-drop-earrings-rr7793,RR7793,David Webb,David Webb 18K Yellow Gold Black Enamel And Diamond Tear Drop Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-faceted-coral-and-diamond-bracelet-rr7769,RR7769,David Webb,David Webb Platinum & 18K Yellow Gold Faceted Coral And Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-black-enamel-diamond-and-coral-barrel-shaped-earrings-rr7768,RR7768,David Webb,"David Webb 18K Yellow Gold Black Enamel, Diamond And Coral Barrel Shaped Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-white-enamel-and-diamond-ring-rr7757,RR7757,David Webb,David Webb Platinum & 18K Yellow Gold White Enamel And Diamond Ring,ACTIVE,Rings,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-white-enamel-and-diamond-ring-rr9482
bv-david-webb-yellow-gold-black-panther-mens-suit-set-cuff-links-rr7747,RR7747,David Webb,David Webb Yellow Gold Black Panther Mens Suit Set Cuff Links,ACTIVE,Cufflinks,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-and-white-enamel-bangle-bracelet-rr7740,RR7740,David Webb,David Webb Platinum & 18K Yellow Gold Black And White Enamel Bangle Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-cabochon-sapphire-emerald-and-ruby-bear-paw-earrings-rr7717,RR7717,David Webb,"David Webb Cabochon Sapphire, Emerald And Ruby Bear Paw Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-diamond-sapphire-emerald-and-ruby-hoop-earrings-rr7779,RR7779,David Webb,"David Webb Platinum & 18K Yellow Gold Diamond, Sapphire, Emerald And Ruby Hoop Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-tiffany-co-18k-yellow-gold-light-pink-coral-textured-semi-flex-vintage-bracelet-rr7631,RR7631,Tiffany & Co.,Tiffany & Co. 18K Yellow Gold Light Pink Coral Textured Semi Flex Vintage Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-warty-textured-diamond-sections-wide-bracelet-rr7611,RR7611,David Webb,David Webb Platinum & 18K Yellow Gold Warty Textured Diamond Sections Wide Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-carvd-coral-diamond-pear-drop-clip-earrings-rr7594,RR7594,David Webb,David Webb 18K Yellow Gold Carvd Coral Diamond Pear Drop Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-van-cleef-arpels-facade-18k-yellow-gold-vintage-watch-rr7571,RR7571,Van Cleef & Arpels,Pre-Owned Van Cleef & Arpels Façade 18K Yellow Gold Vintage Women Watch,ACTIVE,Watch,true,watch
bv-van-cleef-arpels-18k-white-gold-diamond-orchid-5-00cts-brooch-rr7561,RR7561,Van Cleef & Arpels,Van Cleef & Arpels 18K White Gold Diamond Orchid 5.00cts Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-diamond-panthere-tassel-pendant-on-a-cartier-chain-necklace-rr7559,RR7559,Cartier,Cartier 18K White Gold Diamond Panthere Tassel Pendant On A Cartier Chain Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-high-polished-panthere-lakarda-ring-rr7558,RR7558,Cartier,Cartier 18K White Gold High Polished Panthere Lakarda Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-maillon-panthere-three-diamond-row-ring-rr7554,RR7554,Cartier,Cartier 18K White Gold Maillon Panthere Three Diamond Row Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-convertable-chain-with-a-french-jade-necklace-rr7540,RR7540,David Webb,David Webb 18K Yellow Gold Chain With A French Jade Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-1970s-tiger-stripe-black-enamel-dome-ring-rr7520,RR7520,David Webb,David Webb 18K Yellow Gold 1970's Tiger Stripe Black Enamel Dome Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-chopard-18k-white-gold-good-fortune-diamond-round-pendant-rr7494,RR7494,Chopard,Chopard 18K White Gold Good Fortune Diamond Round Pendant,ACTIVE,Pendants,true,sku-already-ebay:chopard-18k-white-gold-good-fortune-diamond-round-pendant-rr7494
bv-david-webb-18k-yellow-gold-diamond-aquamarine-square-shaped-earrings-rr7478,RR7478,David Webb,David Webb 18K Yellow Gold Diamond & Aquamarine Square Shaped Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-16-carats-diamond-dome-clip-earrings-rr7468,RR7468,David Webb,David Webb Platinum & 18K Yellow Gold 16 Carats Diamond Dome Clip Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-black-enamel-and-diamond-ring-rr7429,RR7429,David Webb,David Webb Platinum & 18K Yellow Gold Black Enamel And Diamond Ring,ACTIVE,Rings,true,title-vendor-already-ebay:bv-david-webb-platinum-18k-yellow-gold-black-enamel-and-diamond-ring-rr6484
bv-david-webb-platinum-18k-yellow-gold-fluted-diamond-and-pearl-clip-on-earrings-rr7428,RR7428,David Webb,David Webb Platinum & 18K Yellow Gold Fluted Diamond And Pearl Clip-On Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-textured-gold-and-diamond-earrings-rr7427,RR7427,David Webb,David Webb Platinum & 18K Yellow Gold Textured Gold And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-turquoise-beads-and-diamond-earrings-rr7097,RR7097,David Webb,David Webb 18K Yellow Gold Turquoise Beads And Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-carved-amethyst-multi-strand-lavender-bead-necklace-rr7333,RR7333,David Webb,David Webb Platinum & 18K Yellow Gold Carved Amethyst Multi-Strand Lavender Bead Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-cartier-18k-yellow-gold-nigeria-onyx-and-white-diamonds-ring-rr7331,RR7331,Cartier,Cartier 18K Yellow Gold Nigeria Onyx And White Diamonds Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-1980s-color-gemstone-red-green-and-blue-diamond-earrings-rr7328,RR7328,David Webb,"David Webb Platinum & 18K Yellow Gold 1980's Color Gemstone Red, Green And Blue Diamond Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-chopard-18k-yellow-gold-pave-heart-shape-floating-diamond-ring-rr7462,RR7462,Chopard,Chopard 18K Yellow Gold Pave Heart Shape Floating Diamond Ring,ACTIVE,Rings,true,sku-already-ebay:chopard-18k-yellow-gold-pave-heart-shape-floating-diamond-ring-rr7462
bv-david-webb-platinum-18-92-cts-diamond-flower-brooch-rr7418,RR7418,David Webb,David Webb Platinum 18.92 CTS Diamond Flower Brooch,ACTIVE,Brooches,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-carved-lapis-cuff-diamond-bracelet-rr7451,RR7451,David Webb,David Webb Platinum & 18K Yellow Gold Carved Lapis Cuff Diamond Bracelet,ACTIVE,Bracelets,true,already-tagged-and-conditioned
bv-cartier-18k-white-gold-la-dona-diamond-eu-51-ring-rr7431,RR7431,Cartier,Cartier 18K White Gold La Dona Diamond Eu 51 Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-1970s-angel-skin-coral-twisted-rope-round-button-earrings-rr7389,RR7389,David Webb,David Webb 18K Yellow Gold 1970's Angel Skin Coral Twisted Rope Round Button Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-coral-black-enamel-and-diamond-bombe-earrings-rr7350,RR7350,David Webb,"David Webb 18K Yellow Gold Coral, Black Enamel And Diamond Bombe Earrings",ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-cartier-panthere-18k-yellow-gold-skeleton-ring-rr6728,RR6728,Cartier,Cartier Panthere 18K Yellow Gold Skeleton Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-bvlgari-platinum-40-carat-diamond-1960s-necklace-rr7317,RR7317,Bvlgari,Bvlgari Platinum 40 Carat Diamond 1960's Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-round-disks-with-diamond-blot-lightning-earrings-rr7314,RR7314,David Webb,David Webb Platinum & 18K Yellow Gold Round Disks With Diamond Blot Lightning Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-18k-yellow-gold-nephrite-ruby-lion-ring-rr7309,RR7309,David Webb,"David Webb 18K Yellow Gold Nephrite, Ruby Lion Ring",ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-white-gold-rock-crystal-diamond-arch-ring-rr7260,RR7260,David Webb,David Webb Platinum & 18K White Gold Rock Crystal Diamond Arch Ring,ACTIVE,Rings,true,already-tagged-and-conditioned
bv-david-webb-platinum-18k-yellow-gold-oval-bombe-pave-diamond-earrings-rr7251,RR7251,David Webb,David Webb Platinum & 18K Yellow Gold Oval Bombe Pave Diamond Earrings,ACTIVE,Earrings,true,already-tagged-and-conditioned
bv-david-webb-yellow-gold-link-black-enamel-diamond-chain-necklace-rr7147,RR7147,David Webb,David Webb Yellow Gold Link Black Enamel Diamond Chain Necklace,ACTIVE,Necklaces,true,already-tagged-and-conditioned
