id,handle,title,vendor,product_type,status,sku,qty,price,published,image_count,has_ebay_tag,has_backvault,has_lab_grown,ebay_condition,condition,tags
gid://shopify/Product/7633225580615,bv-cartier-dolphin-18k-yellow-gold-double-dolphin-diamond-ring-j10605,Cartier Dolphin 18K Yellow Gold Double Dolphin Diamond Ring,Cartier,Rings,ACTIVE,J10605,1,68100.00,true,6,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Rings
gid://shopify/Product/7633225613383,bv-cartier-diamond-elephant-18k-white-gold-walking-elephant-shirt-studs-and-cuff-links-j10604,Cartier Diamond Elephant 18K White Gold Walking Elephant Shirt Studs And Cuff Links,Cartier,Cufflinks,ACTIVE,J10604,1,27100.00,true,8,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|Cartier|Cufflinks|designer-jewelry|ebay
gid://shopify/Product/7633225646151,bv-cartier-trinity-18k-tri-color-roller-bracelet-j10233,Cartier Trinity 18K Tri Color Roller Bracelet,Cartier,Bracelets,ACTIVE,J10233,1,29900.00,true,3,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Cartier|designer-jewelry|ebay
gid://shopify/Product/7633225678919,bv-buccellati-18k-two-tone-capri-macri-7-sapphire-bangle-bracelet-j10536,Buccellati 18K Two Tone Capri Macri 7 Sapphire Bangle Bracelet,Buccellati,Bracelets,ACTIVE,J10536,1,27800.00,true,8,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Buccellati|designer-jewelry|ebay
gid://shopify/Product/7633225744455,bv-buccellati-18k-two-tone-macri-capri-7-round-green-emerald-bangle-bracelet-j10535,Buccellati 18K Two Tone Macri Capri 7 Round Green Emerald Bangle Bracelet,Buccellati,Bracelets,ACTIVE,J10535,1,27800.00,true,7,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Buccellati|designer-jewelry|ebay
gid://shopify/Product/7633225777223,bv-david-webb-18k-yellow-gold-black-enamel-open-link-bracelet-j10533,David Webb 18K Yellow Gold Black Enamel Open Link Bracelet,David Webb,Bracelets,ARCHIVED,J10533,0,36400.00,false,7,false,true,false,,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|David Webb|designer-jewelry
gid://shopify/Product/7633225809991,bv-cartier-maillon-18k-yellow-gold-three-row-necklace-j10531,Cartier Maillon 18K Yellow Gold Three Row Necklace,Cartier,Necklaces,ACTIVE,J10531,1,36900.00,true,8,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Necklaces
gid://shopify/Product/7633225842759,bv-van-cleef-arpels-18k-yellow-gold-36-inches-georges-lenfant-chain-j10522,Van Cleef & Arpels 18K Yellow Gold 36 Inches Georges L'enfant Chain,Van Cleef & Arpels,Necklaces,ACTIVE,J10522,1,42100.00,true,8,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Necklaces|Van Cleef & Arpels|Vintage
gid://shopify/Product/7633225875527,bv-hermes-18k-yellow-gold-link-chain-necklace-j10508,Hermès 18K Yellow Gold Link Chain Necklace,Hermès,Necklaces,ACTIVE,J10508,1,130500.00,true,8,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|designer-jewelry|ebay|Hermès|Necklaces
gid://shopify/Product/7633225908295,bv-van-cleef-arpels-alhambra-18k-yellow-gold-magic-bracelet-j10526,Van Cleef & Arpels Alhambra 18K Yellow Gold Magic Bracelet,Van Cleef & Arpels,Bracelets,ACTIVE,J10526,1,10900.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Van Cleef & Arpels
gid://shopify/Product/7633225973831,bv-david-webb-18k-yellow-gold-leopard-emerald-eyes-with-box-cuff-links-j10525,David Webb 18K Yellow Gold Leopard Emerald Eyes With Box Cuff Links,David Webb,Cufflinks,ACTIVE,J10525,1,10200.00,true,7,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cufflinks|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633226006599,bv-bvlgari-serpenti-18k-yellow-gold-blackened-steel-circa-1965-jaeger-lecoultre-manual-watch-j10515,Pre-Owned Bvlgari Serpenti 18K Yellow Gold Blackened Steel Circa 1965 Jaeger Lecoultre Manual Watch,Bvlgari,Watch,ACTIVE,J10515,1,48600.00,true,8,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|Bvlgari|Circa 1965|designer-jewelry|ebay|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633226072135,bv-david-webb-platinum-18k-yellow-gold-necklace-rr7432,David Webb Platinum & 18K Yellow Gold Necklace,David Webb,Necklaces,ACTIVE,RR7432,1,124000.00,true,6,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|David Webb|designer-jewelry|ebay|Necklaces
gid://shopify/Product/7633226104903,bv-bvlgari-parentesi-18k-yellow-gold-hematite-bangle-bracelet-j10512,Bvlgari Parentesi 18K Yellow Gold Hematite Bangle Bracelet,Bvlgari,Bracelets,ACTIVE,J10512,1,19300.00,true,6,true,true,false,3000,Very Good pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Bvlgari|designer-jewelry|ebay
gid://shopify/Product/7633226170439,bv-bvlgari-parentesi-18k-yellow-gold-hoop-earrings-j10511,Bvlgari Parentesi 18K Yellow Gold Hoop Earrings,Bvlgari,Earrings,ACTIVE,J10511,1,11500.00,true,7,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|Bvlgari|designer-jewelry|Earrings|ebay
gid://shopify/Product/7633226235975,bv-cartier-rouleaux-18k-white-gold-onyx-ruby-and-diamond-ring-j10510,"Cartier Rouleaux 18K White Gold Onyx, Ruby And Diamond Ring",Cartier,Rings,ACTIVE,J10510,1,35600.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Rings
gid://shopify/Product/7633226268743,bv-van-cleef-arpels-18k-rose-gold-charms-carnelian-dial-38mm-double-row-diamond-bezel-watch-rr9406,Pre-Owned Van Cleef & Arpels 18K Rose Gold Charms Carnelian Dial 38mm Double Row Diamond Bezel Watch,Van Cleef & Arpels,Watch,ACTIVE,RR9406,1,31000.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Pre-Owned Watches|Van Cleef & Arpels|Watch|Watches
gid://shopify/Product/7633226301511,bv-cartier-tank-asymmetric-18k-white-gold-diamond-ladies-ref-2786-watch-j10493,Pre-Owned Cartier Tank Asymmetric 18K White Gold Diamond Ladies Ref 2786 Watch,Cartier,Watch,ARCHIVED,J10493,0,22100.00,false,7,false,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633226367047,bv-chopard-18k-yellow-gold-diamond-grid-ref-2044-manual-wind-onyx-ladies-watch-j10484,Pre-Owned Chopard 18K Yellow Gold Diamond Grid Ref 2044 Manual Wind Onyx Ladies Watch,Chopard,Watch,ACTIVE,J10484,1,23200.00,true,7,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Chopard|designer-jewelry|ebay|Pre-Owned Watches|Vintage|Watch|Watches
gid://shopify/Product/7633226399815,bv-van-cleef-arpels-alhambra-18k-white-gold-diamond-magic-alhambra-16-motifs-necklace-j10316,Van Cleef & Arpels Alhambra 18K White Gold Diamond Magic Alhambra 16 Motifs Necklace,Van Cleef & Arpels,Necklaces,ACTIVE,J10316,1,188500.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Necklaces|Van Cleef & Arpels
gid://shopify/Product/7633226465351,bv-david-webb-18k-yellow-gold-black-enamel-large-link-gold-stations-necklace-j10507,David Webb 18K Yellow Gold Black Enamel Large Link Gold Stations Necklace,David Webb,Necklaces,ACTIVE,J10507,1,85000.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|David Webb|designer-jewelry|ebay|Necklaces|Vintage
gid://shopify/Product/7633226498119,bv-cartier-18k-white-gold-diamond-c-ring-j10506,"Cartier 18K White Gold Diamond ""c"" Ring",Cartier,Rings,ACTIVE,J10506,1,14100.00,true,6,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|Contemporary|designer-jewelry|ebay|Rings
gid://shopify/Product/7633226530887,bv-van-cleef-arpels-aries-18k-rose-gold-medallion-on-a-34-inch-chain-pendant-j10505,Van Cleef & Arpels Aries 18K Rose Gold Medallion On A 34 Inch Chain Pendant,Van Cleef & Arpels,Pendants,ACTIVE,J10505,1,27800.00,true,10,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|designer-jewelry|ebay|Pendants|Van Cleef & Arpels
gid://shopify/Product/7633226563655,bv-david-webb-18k-yellow-gold-lapis-and-carved-coral-hammered-finish-earrings-j10503,David Webb 18K Yellow Gold Lapis And Carved Coral Scroll Disc Earrings,David Webb,Earrings,ACTIVE,J10503,1,48600.00,true,6,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|David Webb|designer-jewelry|Earrings|ebay
gid://shopify/Product/7633226629191,bv-graff-18k-white-gold-butterfly-green-emerald-limited-edition-32mm-dial-watch-j10501,Pre-Owned Graff 18K White Gold Butterfly Green Emerald Limited Edition 32mm Dial Watch,Graff,Watch,ACTIVE,J10501,1,111000.00,true,9,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Graff|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633226661959,bv-david-webb-18k-yellow-gold-scroll-crossover-fluted-bracelet-j10478,David Webb 18K Yellow Gold Scroll Crossover Fluted Bracelet,David Webb,Bracelets,ACTIVE,J10478,1,29200.00,true,7,true,true,false,3000,Very Good pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633226760263,bv-david-webb-18k-yellow-gold-frog-with-ruby-eyes-brooch-j10470,David Webb 18K Yellow Gold Frog With Ruby Eyes Brooch,David Webb,Brooches,ACTIVE,J10470,1,16100.00,true,7,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Brooches|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633226793031,bv-ilias-lalaounis-vintage-18k-yellow-gold-double-ram-ruby-bracelet-j10469,Ilias Lalaounis Vintage 18K Yellow Gold Double Ram Ruby Bracelet,Ilias Lalaounis,Bracelets,ACTIVE,J10469,1,16700.00,true,8,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Ilias Lalaounis|Vintage
gid://shopify/Product/7633226825799,bv-tiffany-co-18k-white-gold-t-collection-bangle-bracelet-j10468,"Tiffany & Co. 18K White Gold ""t"" Collection Bangle Bracelet",Tiffany & Co.,Bracelets,ACTIVE,J10468,1,2700.00,true,7,true,true,false,3000,Very Good pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Tiffany & Co.
gid://shopify/Product/7633226891335,bv-cartier-18k-yellow-gold-classic-dome-eu-61-wedding-band-j10467,Cartier 18K Yellow Gold Classic Dome Eu 61 Wedding Band,Cartier,Rings,ACTIVE,J10467,1,1800.00,true,6,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Rings
gid://shopify/Product/7633226924103,bv-david-webb-vintage-18k-yellow-gold-purple-chalcedony-carved-beads-rock-crystal-necklace-j10465,David Webb Vintage 18K Yellow Gold Purple Chalcedony Carved Beads Rock Crystal Necklace,David Webb,Necklaces,ACTIVE,J10465,1,52500.00,true,5,true,true,false,3000,Pre-owned; authenticated by Laura Milman New York,antique-estate|backvault-feed|David Webb|designer-jewelry|ebay|Necklaces|Vintage
gid://shopify/Product/7633227022407,bv-tiffany-co-18k-yellow-gold-12-00cttw-round-diamond-vintage-bracelet-j10495,Tiffany & Co. 18K Yellow Gold 12.00cttw Round Diamond Vintage Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10495,1,46000.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Tiffany & Co.|Vintage
gid://shopify/Product/7633227087943,bv-hermes-18k-rose-gold-16-link-medium-model-toggle-bracelet-j10494,Hermès 18K Rose Gold 16 Link Medium Model Toggle Bracelet,Hermès,Bracelets,ACTIVE,J10494,1,46000.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Hermès
gid://shopify/Product/7633227120711,bv-van-cleef-arpels-alhambra-18k-rose-gold-20-motif-obsidian-necklace-j10463,Van Cleef & Arpels Alhambra 18K Rose Gold 20 Motif Obsidian Necklace,Van Cleef & Arpels,Necklaces,ACTIVE,J10463,1,68100.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Necklaces|Van Cleef & Arpels
gid://shopify/Product/7633227153479,bv-tiffany-co-schlumberger-18k-yellow-gold-green-enamel-diamond-bracelet-j10458,Tiffany & Co. Schlumberger 18K Yellow Gold Green Enamel Diamond Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10458,1,81100.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Tiffany & Co.|Vintage
gid://shopify/Product/7633227186247,bv-cartier-pasha-18k-yellow-gold-38mm-ref-1989-leather-accents-watch-j10492,Pre-Owned Cartier Pasha 18K Yellow Gold 38mm Ref.1989 Leather Accents Watch,Cartier,Watch,ACTIVE,J10492,1,25200.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633227219015,bv-bvlgari-18k-yellow-gold-bb-19-2t-quartz-watch-j10487,Pre-Owned Bvlgari 18K Yellow Gold Bb 19 2t Quartz Watch,Bvlgari,Watch,ACTIVE,J10487,1,10700.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bvlgari|designer-jewelry|ebay|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633227251783,bv-van-cleef-arpels-alhambra-18k-rose-gold-five-motif-obsidian-bracelet-j10462,Van Cleef & Arpels Alhambra 18K Rose Gold Five Motif Obsidian Bracelet,Van Cleef & Arpels,Bracelets,ACTIVE,J10462,1,20500.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Van Cleef & Arpels|Vintage
gid://shopify/Product/7633227284551,bv-cartier-pasha-18k-white-gold-32mm-dial-diamond-markers-2398-watch-j10461,Pre-Owned Cartier Pasha 18K White Gold 32mm Dial Diamond Markers #2398 Watch,Cartier,Watch,ACTIVE,J10461,1,11800.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633227350087,bv-david-webb-platinum-18k-yellow-gold-wave-with-rubies-emeralds-and-sapphires-ring-rr8366,"David Webb Platinum & 18K Yellow Gold Wave With Rubies, Emeralds And Sapphires Ring",David Webb,Rings,ACTIVE,RR8366,1,20900.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|David Webb|designer-jewelry|ebay|Modern|Rings
gid://shopify/Product/7633227382855,bv-david-webb-18k-yellow-gold-double-fish-with-ruby-eyes-bracelet-j10451,David Webb 18K Yellow Gold Double Fish With Ruby Eyes Bracelet,David Webb,Bracelets,ACTIVE,J10451,1,49200.00,true,7,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633227415623,bv-tiffany-co-18k-yellow-gold-angela-cummings-1981-silver-inlay-bangle-bracelet-j10449,Tiffany & Co. 18K Yellow Gold Angela Cummings 1981 Silver Inlay Bangle Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10449,1,48600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Modern|Tiffany & Co.
gid://shopify/Product/7633227448391,bv-tiffany-co-schlumberger-18k-yellow-gold-red-enamel-banana-earrings-j10401,Tiffany & Co. Schlumberger 18K Yellow Gold Red Enamel Banana Earrings,Tiffany & Co.,Earrings,ACTIVE,J10401,1,10500.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|Earrings|ebay|Tiffany & Co.
gid://shopify/Product/7633227481159,bv-cartier-18k-yellow-gold-aldo-cipullo-1973-rock-crystal-earrings-j10337,Cartier 18K Yellow Gold Aldo Cipullo 1973 Rock Crystal Earrings,Cartier,Earrings,ACTIVE,J10337,1,18300.00,true,9,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|Earrings|ebay|Modern
gid://shopify/Product/7633227513927,bv-cartier-panthere-18k-yellow-gold-double-spotted-collar-necklace-j10344,Cartier Panthere 18K Yellow Gold Double Spotted Collar Necklace,Cartier,Necklaces,ACTIVE,J10344,1,137000.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|Contemporary|designer-jewelry|ebay|Necklaces
gid://shopify/Product/7633227546695,bv-david-webb-18k-yellow-gold-vintage-ram-with-green-emerald-and-diamonds-bangle-bracelet-j10452,David Webb 18K Yellow Gold Vintage Ram With Green Emerald And Diamonds Bangle Bracelet,David Webb,Bracelets,ACTIVE,J10452,1,62200.00,true,7,true,true,false,3000,Very Good pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|David Webb|designer-jewelry|ebay|Vintage
gid://shopify/Product/7633227579463,bv-cartier-18k-yellow-gold-panthere-on-a-black-cord-pendant-rr8928,Cartier 18K Yellow Gold Panthere On A Black Cord Pendant,Cartier,Pendants,ACTIVE,RR8928,1,35500.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Pendants
gid://shopify/Product/7633227612231,bv-cartier-love-18k-rose-gold-6-diamond-small-model-size-16-bracelet-j10214,Cartier Love 18K Rose Gold 6 Diamond Small Model Size 16 Bracelet,Cartier,Bracelets,ACTIVE,J10214,1,6700.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Cartier|designer-jewelry|ebay
gid://shopify/Product/7633227644999,bv-van-cleef-arpels-alhambra-18k-rose-gold-grey-mother-of-pearl-and-diamonds-bracelet-j10146,Van Cleef & Arpels Alhambra 18K Rose Gold Grey Mop And Diamonds Bracelet,Van Cleef & Arpels,Bracelets,ACTIVE,J10146,1,15500.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Circa 2022|designer-jewelry|ebay|Van Cleef & Arpels
gid://shopify/Product/7633227677767,bv-cartier-18k-white-gold-captive-35mm-diamond-dial-ref-3120-watch-rr9533,Pre-Owned Cartier 18K White Gold Captive 35mm Diamond Dial Ref 3120 Watch,Cartier,Watch,ACTIVE,RR9533,1,27100.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Pre-Owned Watches|Watch|Watches
gid://shopify/Product/7633227710535,bv-david-webb-leopard-platinum-18k-yellow-gold-spotted-bangle-diamond-bracelet-rr6236,David Webb Leopard Platinum & 18K Yellow Gold Spotted Bangle Diamond Bracelet,David Webb,Bracelets,ACTIVE,RR6236,1,52600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633227776071,bv-cartier-18k-white-gold-love-all-diamond-pave-black-ceramic-size-18-with-cert-bracelet-j10445,Cartier 18K White Gold Love All Diamond Pave Black Ceramic Size 18 With Cert Bracelet,Cartier,Bracelets,ACTIVE,J10445,1,48600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Cartier|designer-jewelry|ebay|Modern
gid://shopify/Product/7633227808839,bv-bvlgari-18k-yellow-gold-tubogas-30mm-dial-watch-j10444,Pre-Owned Bvlgari 18K Yellow Gold Tubogas 30mm Dial Watch,Bvlgari,Watch,ACTIVE,J10444,1,18700.00,true,3,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bvlgari|designer-jewelry|ebay|Pre-Owned Watches|Vintage|Watch|Watches
gid://shopify/Product/7633227841607,bv-van-cleef-arpels-18k-yellow-gold-coral-hear-key-brooch-j10443,Van Cleef & Arpels 18K Yellow Gold Coral Hear Key Brooch,Van Cleef & Arpels,Brooches,ACTIVE,J10443,1,8900.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Brooches|designer-jewelry|ebay|Van Cleef & Arpels
gid://shopify/Product/7633227874375,bv-cartier-18k-two-tone-coffee-bean-16-inch-made-in-italy-necklace-j10441,Cartier 18K Two Tone Coffee Bean 16 Inch Made In Italy Necklace,Cartier,Necklaces,ACTIVE,J10441,1,17400.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Necklaces|Vintage
gid://shopify/Product/7633227907143,bv-cartier-18k-yellow-gold-starburst-cluster-vintage-retro-diamond-earrings-j10439,Cartier 18K Yellow Gold Starburst Cluster Vintage Retro Diamond Earrings,Cartier,Earrings,ACTIVE,J10439,1,74600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|Earrings|ebay|Vintage
gid://shopify/Product/7633227972679,bv-tiffany-co-18k-white-gold-diamond-metro-three-row-pave-bracelet-j10437,Tiffany & Co. 18K White Gold Diamond Metro Three Row Pave Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10437,1,16700.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Modern|Tiffany & Co.
gid://shopify/Product/7633228038215,bv-tiffany-co-schlumberger-18k-yellow-gold-red-enamel-diamond-banana-earrings-j10407,Tiffany & Co. Schlumberger 18K Yellow Gold Red Enamel Diamond Banana Earrings,Tiffany & Co.,Earrings,ACTIVE,J10407,1,10200.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|Earrings|ebay|Tiffany & Co.
gid://shopify/Product/7633228070983,bv-tiffany-co-schlumberger-18k-yellow-gold-dot-losange-red-enamel-bangle-bracelet-j10406,Tiffany & Co. Schlumberger 18K Yellow Gold Dot Losange Red Enamel Bangle Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10406,1,62900.00,true,9,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Tiffany & Co.|Vintage
gid://shopify/Product/7633228103751,bv-tiffany-co-victoria-platinum-diamond-and-sapphire-pendant-j10398,Tiffany & Co. Victoria Platinum Diamond And Sapphire Pendant,Tiffany & Co.,Pendants,ACTIVE,J10398,1,7600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|ebay|Pendants|Tiffany & Co.
gid://shopify/Product/7633228136519,bv-tiffany-co-schlumberger-18k-yellow-gold-blue-enamel-ruby-and-diamond-banana-earrings-j10397,Tiffany & Co. Schlumberger 18K Yellow Gold Blue Enamel Ruby And Diamond Banana Earrings,Tiffany & Co.,Earrings,ACTIVE,J10397,1,20000.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|designer-jewelry|Earrings|ebay|Tiffany & Co.
gid://shopify/Product/7633228169287,bv-tiffany-co-schlumberger-18k-yellow-gold-vintage-croisillon-red-enamel-bracelet-j10396,Tiffany & Co. Schlumberger 18K Yellow Gold Vintage Croisillon Red Enamel Bracelet,Tiffany & Co.,Bracelets,ACTIVE,J10396,1,37500.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|designer-jewelry|ebay|Tiffany & Co.|Vintage
gid://shopify/Product/7633228202055,bv-david-webb-unicorn-platinum-18k-yellow-gold-unicorn-black-enamel-ruby-diamonds-brooch-rr3833,"David Webb Unicorn Platinum & 18K Yellow Gold Unicorn Black Enamel, Ruby, Diamonds Brooch",David Webb,Brooches,ACTIVE,RR3833,1,36200.00,true,4,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Brooches|Circa 1965|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633228267591,bv-bvlgari-zodiac-kingdom-coin-style-horoscope-pendant-j10419,Bvlgari Zodiac Kingdom Coin Style Horoscope Pendant,Bvlgari,Pendants,ACTIVE,J10419,1,10800.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bvlgari|designer-jewelry|ebay|Pendants
gid://shopify/Product/7633228300359,bv-bvlgari-18k-yellow-gold-monete-carthago-severus-ad-305-306-necklace-j10414,Bvlgari 18K Yellow Gold Monete Carthago-Severus Ad 305-306 Necklace,Bvlgari,Necklaces,ACTIVE,J10414,1,27800.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bvlgari|designer-jewelry|ebay|Modern|Necklaces
gid://shopify/Product/7633228333127,bv-david-webb-unicorn-18k-yellow-gold-white-enamel-diamonds-and-rubies-brooch-rr6488,"David Webb Unicorn 18K Yellow Gold White Enamel, Diamonds And Rubies Brooch",David Webb,Brooches,ACTIVE,RR6488,1,32600.00,true,5,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Brooches|David Webb|designer-jewelry|ebay
gid://shopify/Product/7633228398663,bv-cartier-18k-yellow-gold-diamond-deux-tetes-croisees-ring-j10415,Cartier 18K Yellow Gold Diamond Deux Tetes Croisées Ring,Cartier,Rings,ACTIVE,J10415,1,43400.00,true,3,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Cartier|designer-jewelry|ebay|Rings|Vintage
gid://shopify/Product/7633228431431,bv-cartier-18k-yellow-gold-five-charms-bracelet-j10413,Cartier 18K Yellow Gold Five Charms Bracelet,Cartier,Bracelets,ACTIVE,J10413,1,23900.00,true,10,true,true,false,3000,Excellent pre-owned condition; signed and authenticated,antique-estate|backvault-feed|Bracelets|Cartier|designer-jewelry|ebay
