Info,Version=1.0.0,Template=fx_category_template_EBAY_US
*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,StoreCategory,*Title,Subtitle,Relationship,RelationshipDetails,ScheduleTime,*ConditionID,*C:Brand,*C:Department,*C:Type,C:Reference Number,C:Customized,C:Style,C:Model,C:Features,C:Movement,C:Dial Color,C:Band Color,C:Bezel Color,C:Case Color,C:Band Material,C:Display,C:Case Material,C:Water Resistance,C:Year Manufactured,C:With Original Box/Packaging,C:With Papers,C:Indices,C:Case Size,C:Watch Shape,C:Number of Jewels,C:Band/Strap,C:Country of Origin,C:Dial Pattern,C:Caseback,C:Bezel Type,C:Vintage,C:Band Width,C:Lug Width,C:Theme,C:Case Finish,C:With Manual/Booklet,C:Seller Warranty,C:With Service Records,C:Handmade,C:Case Thickness,C:Manufacturer Warranty,C:Escapement Type,C:Max Wrist Size,C:Closure,C:Handedness,C:California Prop 65 Warning,C:Unit Quantity,C:Unit Type,PicURL,GalleryType,VideoID,*Description,*Format,*Duration,*StartPrice,BuyItNowPrice,BestOfferEnabled,BestOfferAutoAcceptPrice,MinimumBestOfferPrice,*Quantity,ImmediatePayRequired,*Location,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-2:Option,ShippingService-2:Cost,*DispatchTimeMax,PromotionalShippingDiscount,ShippingDiscountProfileID,*ReturnsAcceptedOption,ReturnsWithinOption,RefundOption,ShippingCostPaidByOption,AdditionalDetails,ShippingProfileName,ReturnProfileName,PaymentProfileName,ProductCompliancePolicyID,Regional ProductCompliancePolicies,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
Add,w-3979,31387,,Rolex Submariner Date 126610LN Mens Excellent Watch No Box/Papers,,,,,3000,Rolex,Men,Wristwatch,126610LN,,,Submariner Date,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/3979_1fded327-15f0-4cc7-a0a9-24db7624d770.jpg?v=1786082491,,,"Pre-Owned Rolex Submariner Date 126610LN. Offered on its own, without box or papers. Excellent condition.",FixedPrice,GTC,14441.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-3994,31387,,Rolex Sky-Dweller 336938 Mens Pre-Owned Watch w/ Papers,,,,,3000,Rolex,Men,Wristwatch,336938,,,Sky-Dweller,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/3994.jpg?v=1786082493,,,"Pre-Owned Rolex Sky-Dweller 336938 from March 2024. Offered with papers, but without the original box.",FixedPrice,GTC,63049.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-4081,31387,,Rolex Day-Date 228239 Mens Pre-Owned Watch w/ Papers,,,,,3000,Rolex,Men,Wristwatch,228239,,,Day-Date,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/4081.jpg?v=1786082495,,,"Pre-Owned Rolex Day-Date 228239 from February 2019. Offered with papers, but without the original box.",FixedPrice,GTC,48379.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-4085,31387,,Rolex Oyster Perpetual 134300 Unisex Excellent Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,134300,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/4085_60125610-0669-4562-a685-faffc8f58765.jpg?v=1786082497,,,"Pre-Owned Rolex Oyster Perpetual 134300. Offered on its own, without box or papers. Excellent condition.",FixedPrice,GTC,10475.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-4097,31387,,Rolex Datejust 278383RBR Womens Pre-Owned Watch Full Set Box & Papers,,,,,3000,Rolex,Women,Wristwatch,278383RBR,,,Datejust,,,,,,,,,,,,Yes,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/4097_1665fa44-0e6c-4c8d-a57b-2a13a6f8794f.jpg?v=1786082500,,,Pre-Owned Rolex Datejust 278383RBR from April 2025. Full set with box and papers.,FixedPrice,GTC,28125.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-6197,31387,,Audemars Piguet Royal Oak Selfwinding 26240BA.OO.1320BA.02 Mens Unworn w/ Papers,,,,,1500,Audemars Piguet,Men,Wristwatch,26240BA.OO.1320BA.02,,,Royal Oak Selfwinding,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/6197.jpg?v=1786082510,,,"Unworn Audemars Piguet Royal Oak Selfwinding 26240BA.OO.1320BA.02 from April 2026. Offered with papers, but without the original box.",FixedPrice,GTC,124645.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8114,31387,,Rolex GMT-Master II 116718LN Mens Retail Ready Watch w/ Papers,,,,,3000,Rolex,Men,Wristwatch,116718LN,,,GMT-Master II,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8114_303136b0-429d-4601-b132-bc468d3b9cba.jpg?v=1786082512,,,"Rolex GMT-Master II 116718LN, 2010. Retail ready condition. Offered with papers, but without the original box.",FixedPrice,GTC,43017.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8704,31387,,Rolex Datejust 279174 Womens Retail Ready Watch No Box/Papers,,,,,3000,Rolex,Women,Wristwatch,279174,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8704_b8146772-2733-4f6f-8434-5311e316eabb.jpg?v=1786082518,,,Rolex Datejust 279174. Retail ready condition. Watch only.,FixedPrice,GTC,10573.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8730,31387,,Rolex Oyster Perpetual 76094 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,76094,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8730.jpg?v=1786082529,,,"Pre-Owned Rolex Oyster Perpetual 76094. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,4390.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8731,31387,,Rolex Oyster Perpetual 14233 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,14233,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8731.jpg?v=1786082531,,,"Rolex Oyster Perpetual 14233. Watch only, no box or papers.",FixedPrice,GTC,7080.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8732,31387,,Rolex Oyster Perpetual 15203 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,15203,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8732_f752257c-2de4-42a2-88ed-e1f26e13c953.jpg?v=1786082531,,,"Pre-Owned Rolex Oyster Perpetual 15203. Offered on its own, without box or papers.",FixedPrice,GTC,7218.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8750,31387,,Rolex Precision 6105 Mens Mint Watch No Box/Papers,,,,,3000,Rolex,Men,Wristwatch,6105,,,Precision,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8750_0db70283-f0aa-4e6e-818a-f3e3467d83ec.jpg?v=1786082535,,,"Pre-Owned Rolex Precision 6105. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,6596.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8758,31387,,Rolex Datejust 1601 Unisex Retail Ready Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8758_b3f5a3f0-2790-4328-9cc6-7f184b8261d2.jpg?v=1786082536,,,Rolex Datejust 1601. Retail ready condition. Watch only.,FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8821,31387,,Rolex Oyster Perpetual 2940 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,2940,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8821_abf450c5-336b-440a-b8e9-69d23c962aad.jpg?v=1786082547,,,"Pre-Owned Rolex Oyster Perpetual 2940. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,4651.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8822,31387,,Rolex Datejust 1601 Unisex Retail Ready Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8822.jpg?v=1786082548,,,Rolex Datejust 1601. Retail ready condition. Watch only.,FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8827,31387,,Rolex Oyster Perpetual 6718 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,6718,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8827.jpg?v=1786082549,,,"Pre-Owned Rolex Oyster Perpetual 6718. Offered on its own, without box or papers.",FixedPrice,GTC,3444.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8839,31387,,Rolex Datejust 16014 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,16014,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8839_19f624f1-d718-48ae-9275-84dfc3a0cbc1.jpg?v=1786082551,,,"Pre-Owned Rolex Datejust 16014. Offered on its own, without box or papers.",FixedPrice,GTC,5140.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8841,31387,,Rolex Datejust 16234 Unisex Retail Ready Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,16234,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8841_36e3cef5-42e2-4f1d-a2ae-272833f13ee3.jpg?v=1786082552,,,Rolex Datejust 16234. Retail ready condition. Watch only.,FixedPrice,GTC,6385.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8863,31387,,Rolex Oyster Perpetual 1005 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1005,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8863.jpg?v=1786082557,,,"Pre-Owned Rolex Oyster Perpetual 1005. Offered on its own, without box or papers.",FixedPrice,GTC,5238.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8877,31387,,Rolex Datejust 1601 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8877.jpg?v=1786082563,,,"Pre-Owned Rolex Datejust 1601. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8878,31387,,Rolex Datejust 1601 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8878.jpg?v=1786082564,,,"Pre-Owned Rolex Datejust 1601. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8880,31387,,Rolex Oyster Perpetual 67193 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,67193,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8880_21b483b0-5981-4d16-8173-37c35f4cf4a0.jpg?v=1786082565,,,"Pre-Owned Rolex Oyster Perpetual 67193. Offered on its own, without box or papers.",FixedPrice,GTC,4996.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8920,31387,,Rolex Datejust 1601 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8920_ff082e10-7325-41ff-848e-eddedc667f1a.jpg?v=1786082576,,,"Pre-Owned Rolex Datejust 1601. Offered on its own, without box or papers.",FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8921,31387,,Rolex Datejust 1601 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8921_1fc3080e-7bed-4bc2-9fbb-7627c7d5193d.jpg?v=1786082577,,,"Pre-Owned Rolex Datejust 1601. Offered on its own, without box or papers.",FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8938,31387,,Rolex Datejust 1625 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1625,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8938_adac5f25-0ba0-44ee-911d-62d0592aa60e.jpg?v=1786082581,,,"Pre-Owned Rolex Datejust 1625. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,6302.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8956,31387,,Rolex Datejust 16014 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,16014,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8956.jpg?v=1786082588,,,"Pre-Owned Rolex Datejust 16014. Offered on its own, without box or papers.",FixedPrice,GTC,5140.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8964,31387,,Rolex Datejust 1601 Unisex Retail Ready Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1601,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8964_7b963d5b-94be-4cc0-be01-39a9f61b0a99.jpg?v=1786082591,,,Rolex Datejust 1601. Retail ready condition. Watch only.,FixedPrice,GTC,4364.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-8994,31387,,Rolex Datejust 126300 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,126300,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/8994_885d9431-34e1-4df6-8d80-2c942663eb2a.jpg?v=1786082596,,,"Rolex Datejust 126300. Watch only, no box or papers.",FixedPrice,GTC,10628.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9004,31387,,Rolex Daytona 116505 Mens Mint Watch w/ Papers,,,,,3000,Rolex,Men,Wristwatch,116505,,,Daytona,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9004_0b322a5c-96b4-4956-8663-5e9e6eff3c68.jpg?v=1786082597,,,"Pre-Owned Rolex Daytona 116505 from November 2010. Offered with papers, but without the original box. Mint condition.",FixedPrice,GTC,46809.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9077,31387,,Rolex Yacht-Master II 116681 Mens Mint Watch No Box/Papers,,,,,3000,Rolex,Men,Wristwatch,116681,,,Yacht-Master II,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9077.jpg?v=1786082600,,,"Pre-Owned Rolex Yacht-Master II 116681. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,21796.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9102,31387,,Rolex Datejust 6605 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,6605,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9102_e0c91845-e19c-47d9-bd8d-79a16985e566.jpg?v=1786082609,,,"Pre-Owned Rolex Datejust 6605. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,6349.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9104,31387,,Rolex Datejust 6305 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,6305,,,Datejust,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9104.jpg?v=1786082612,,,"Pre-Owned Rolex Datejust 6305. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,6746.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9186,31387,,Rolex Lady Date Just 6917 Womens Mint Watch No Box/Papers,,,,,3000,Rolex,Women,Wristwatch,6917,,,Lady Date Just,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9186.jpg?v=1786082613,,,"Pre-Owned Rolex Lady Date Just 6917. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,4367.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9190,31387,,Rolex Oyster Perpetual Date 1500 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1500,,,Oyster Perpetual Date,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9190.jpg?v=1786082617,,,"Pre-Owned Rolex Oyster Perpetual Date 1500. Offered on its own, without box or papers.",FixedPrice,GTC,3579.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9192,31387,,Rolex Oyster Perpetual Date 1500 Unisex Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,1500,,,Oyster Perpetual Date,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9192_a90bdc53-4e85-48a0-a3d6-642ff17f1758.jpg?v=1786082619,,,"Pre-Owned Rolex Oyster Perpetual Date 1500. Offered on its own, without box or papers.",FixedPrice,GTC,3579.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9201,31387,,Rolex Daytona 116515LN Womens Pre-Owned Watch w/ Papers,,,,,3000,Rolex,Women,Wristwatch,116515LN,,,Daytona,,,,,,,,,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9201.jpg?v=1786082626,,,"Pre-Owned Rolex Daytona 116515LN from September 2016. Offered with papers, but without the original box.",FixedPrice,GTC,39091.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9209,31387,,Rolex Oyster Perpetual 6718 Unisex Mint Watch No Box/Papers,,,,,3000,Rolex,Unisex Adults,Wristwatch,6718,,,Oyster Perpetual,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9209_d87f5a94-55cc-475e-95d1-65c7179d17c1.jpg?v=1786082628,,,"Pre-Owned Rolex Oyster Perpetual 6718. Offered on its own, without box or papers. Mint condition.",FixedPrice,GTC,3444.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,w-9213,31387,,Rolex GMT-Master II 16710 Mens Pre-Owned Watch No Box/Papers,,,,,3000,Rolex,Men,Wristwatch,16710,,,GMT-Master II,,,,,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1727/2565/files/9213_434a5258-399d-48d6-aa3a-c85a0d47ba76.jpg?v=1786082630,,,"Pre-Owned Rolex GMT-Master II 16710 from June 2012. Offered on its own, without box or papers.",FixedPrice,GTC,13095.00,,,,,1,,"New York, NY",,,,,,,,,,,,,,Daily Deals - 1Handling Day,14 Day Returns Accepted,eBay Managed Payments (246832199020),,,,,,,,,,,,,,,,,,,,,,,,,,,
